parent_asin,pagerank_score,pagerank_normalized,title,brand,subcategory,main_category,price,average_rating,rating_number,image_url
B0CF5BX3YT,79.27758922315651,0.121628,(2023 Update) 165314 Dishwasher Lower Rack Wheel Bosch Dishwasher Parts by BlueStars - Easy to Install - Exact Fit for Bosch & Kenmore Dishwashers - Replaces 420198 AP2802428 PS3439123 - PACK OF 8,Bluestars,Dishwasher Parts & Accessories,Tools & Home Improvement,9.99,4.6,902,https://m.media-amazon.com/images/I/71eJMbeZfaL._AC_SL1500_.jpg
B0BSF6FF2M,79.19812612105945,0.121505,"Broan-NuTone 24-inch Under-Cabinet Convertible Range Hood with 2-Speed Exhaust Fan and Light, MAX 210 CFM, Stainless Steel",Broan-nutone,Range Hoods,Appliances,,4.6,7886,https://m.media-amazon.com/images/I/415JV1xp2nL._AC_SL1000_.jpg
B09MQLYPRR,78.3673775173961,0.120224,"Everydrop by Whirlpool Ice Filter, F2WC9I1, Single-Pack & Affresh Ice Machine Cleaner, Helps Remove Hard Water and Mineral Buildup for Great-Tasting Ice",Everydrop By Whirlpool,Water Filters,Tools & Home Improvement,58.94,4.7,1555,https://m.media-amazon.com/images/I/51qnvAUOA2L._AC_SL1001_.jpg
B0C6K9Z29X,76.8759827081278,0.117923,"Countertop Ice Maker, FREE VILLAGE Ice Maker Machine for Countertop 9 Ice Ready in 6 Mins, 26Lbs/24H, Self-Cleaning Function, Portable Ice Maker with Ice Scoop & Basket for Home/Party/Camping (Black)",Free Village,Ice Makers,Industrial & Scientific,110.49,4.3,2425,https://m.media-amazon.com/images/I/71ikgO5mscL._SL1500_.jpg
B0C195VN2X,76.59358889892987,0.117487,"AQUA CREST LT1000PC ADQ747935 Refrigerator Water Filter and Air Filter, Replacement for LG® LT1000P®/PC/PCS, LMXS28626S, LFXS26973S, MDJ64844601, ADQ74793501, ADQ74793502 and LT120F®, 4 Combo",Aqua Crest,Water Filters,Tools & Home Improvement,40.99,4.5,8174,https://m.media-amazon.com/images/I/811EKfiuPEL._AC_SL1500_.jpg
B0BVFV4JD7,71.4244212408299,0.109514,"AQUA CREST DA29-00020B Replacement for Samsung HAF-CIN/EXP, DA29-00020B-1, RF28HMEDBSR, RF263BEAESR, RF4287HARS, HAF-CIN, DA97-08006A-1, RF28K9380SR, RF28HFEDTSR, Refrigerator Water Filter, 1 Filter",Aqua Crest,Water Filters,Appliances,14.99,4.7,6375,https://m.media-amazon.com/images/I/51T+TMGLu+L._AC_SL1500_.jpg
B0CCJXPBDL,70.70805575649312,0.108409,Reusable coffee filters for cuisinart coffee filter replacement No.4 Permanent coffee filter basket for Cuisinart DCC-3200P1 SS-15P1 Ninja CFP301 CFP201-3 Packs,Housnut,Reusable Filters,Amazon Home,15.95,4.5,104,https://m.media-amazon.com/images/I/617BVesvBUL._AC_SL1323_.jpg
B0BLY43NLL,70.15684079801922,0.107558,"Round Electric Stove Burner Covers (50 Pack) 6 Inch and 8 Inch Disposable Stove Top Aluminum Foil Bib Liners, to Keep Kitchen Range Clean from Oil and Food Drips, Stock Your Home",Stock Your Home,Drip Pans,Tools & Home Improvement,9.95,4.5,23488,https://m.media-amazon.com/images/I/81GpqeNEZ+L._AC_SL1500_.jpg
B0C62K81PJ,70.12034063814586,0.107502,285753A Washer Motor Coupler Whirlpool Kenmore Coupling Part 285753 Ap3963893 Ps1485646 Direct Drive Washing Machine Replacement Number LSQ8543JQ1 LSB6300LW0 LSR8233EQ1 LSR7233EQ0,Partsbroz,Replacement Parts,Industrial & Scientific,5.95,4.6,1569,https://m.media-amazon.com/images/I/71VvJoQJ4XL._AC_SL1500_.jpg
B0C7DWLPQV,69.94863789122836,0.107237,"Pureline MWF Replacement for GE MWF, Smartwater WFC1201, Kenmore 46-9991, Models GE MWF, MWFP, MWFINT, GWF, GWFA, Refrigerator Water Filter - Reduces Bad Taste & Odor",Pureline,Water Filters,Appliances,29.99,4.6,2489,https://m.media-amazon.com/images/I/71BXuS1EgxL._AC_SL1500_.jpg
B0C7ZK2DJN,69.24060067785248,0.106145,Fetechmate Universal Range Knob Kit KN002 RKE Universal Stove Knob Compatible with Universal Electric Gas Stove -Replacement for RK103 MA-XP6 AP5641247 TJKN002&RK103,Fetechmate,Knobs,Appliances,9.65,3.1,641,https://m.media-amazon.com/images/I/71utx3jD27L._AC_SL1500_.jpg
B0C7CFZ6FQ,68.34857635158023,0.104769,"Maxblue HAF-CIN/EXP Replacement for Samsung DA29-00020B, HAF-CIN, RF28HMEDBSR/AA, RF28K9380SR, RF263BEAESR/AA, RF28JBEDBSG, RF4287HARS, RF28HFEDTSR, DA97-08006A, Refrigerator Water Filter, 3 PACK",Maxblue,Water Filters,Amazon Home,25.99,4.7,4221,https://m.media-amazon.com/images/I/71NgxFwDbqL._AC_SL1500_.jpg
B081KSD3BK,66.90095364377201,0.102536,"KITCHEN BASICS 101 WB31M20 and WB31M19 Replacement Range Cooktop Porcelain Drip Pans for GE - Includes 2 6-Inch and 2 8-Inch Pans, 4 Pack",Kitchen Basics 101,Drip Pans,Tools & Home Improvement,21.43,4.4,11455,https://m.media-amazon.com/images/I/51YeOfRYuIS._AC_SL1500_.jpg
B0BVR77MZJ,66.12687178113634,0.101342,"3406107 Door Switch Replacement Fits for Whirlpool Dryer, Maytag Dryer, Replaces 3406109 3405100 3405101 3406100 3406101",Sanjoin,Replacement Parts,Tools & Home Improvement,4.99,4.8,6690,https://m.media-amazon.com/images/I/613C-gsEMBL._AC_SL1500_.jpg
B09SHVMDY8,66.09469669873548,0.101292,4 Reusable K Cups for Keurig Coffee Makers - BPA Free Universal Fit Purple Refillable Kcups Coffee Filters for 1.0 and 2.0 Keurig Brewers,Goodcups,Reusable Filters,Amazon Home,7.95,4.6,18928,https://m.media-amazon.com/images/I/81ESbVDmyEL._AC_SL1500_.jpg
B0CBS9VSJJ,63.83113101211489,0.097801,"Kndko Countertop Ice Maker,High-Efficient Square Ice Maker Machine,2 Way Add Water,45 lbs Cubes Daily,Self-Cleaning,Ice Size Control,24H Timer,Compact for Home Party Bar RV,Black",Kndko,Ice Makers,Industrial & Scientific,189.99,4.3,455,https://m.media-amazon.com/images/I/61wnDRJer-L._SL1500_.jpg
B0CBFPGF44,63.63132628568084,0.097493,"Hermitlux Countertop Dishwasher, 5 Washing Programs Portable Dishwasher With 5-Liter Built-in Water Tank For Glass Door",Hermitlux,Countertop Dishwashers,Appliances,304.98,4.5,1278,https://m.media-amazon.com/images/I/61th3ThKZHL._AC_SL1500_.jpg
B0C5XMRQXY,63.30864870660298,0.096995,COMFEE' CVP30W7AST 30 Inch 450 CFM 3 Speed Gesture Sensing &Touch Control Panel Stainless Steel Wall Mount Ductless/Ducted Convertible Vent Baffle Filters and 2 LED Lights Range Hood,Comfee',Range Hoods,Appliances,115.85,4.3,451,https://m.media-amazon.com/images/I/618C34VQ-mL._AC_SL1500_.jpg
B0C6SJS8JT,62.4053062345636,0.095601,3977767 Dryer Thermostat Replacement Part by BlueStars - Easy to Install - Exact Fit for Whirlpool & Kenmore Dryers - Replaces 3399693 WP3977767 WP3977767VP,Bluestars,Replacement Parts,Tools & Home Improvement,8.42,4.6,1531,https://m.media-amazon.com/images/I/71d-wGo-J4L._AC_SL1500_.jpg
B0BVZ6NRP6,61.76741389529883,0.094617,"Waterdrop DA29-00003G Refrigerator Water Filter, Replacement for Samsung DA29-00003G, DA29-00003B, DA29-00003A, Aqua-Pure Plus, HAFCU1, RFG237AARS, FMS-1, RS22HDHPNSR, RSG257AARS, WSS-1, 2 Filters",Waterdrop,Water Filters,Tools & Home Improvement,22.09,4.7,5103,https://m.media-amazon.com/images/I/61SqTlNiCML._AC_SL1500_.jpg
B0C815L4M9,61.5013888615208,0.094207,Antarctic Star Mini Fridge-95 Can Beverage Refrigerator Wine Cooler Clear Front Glass Door Small Drink Touch Screen for Soda Beer Bar Office Home 2.6 cu.ft,Antarctic Star,Beverage Refrigerators,Appliances,249.99,4.3,278,https://m.media-amazon.com/images/I/71kuD+AiJ7L._AC_SL1500_.jpg
B0C7GLWSJN,61.482796040717155,0.094178,"Waterdrop Plus DA29-00003G NSF 401&53&42 Certified Refrigerator Water Filter, Replacement for Samsung DA29-00003G, DA29-00003B, DA29-00003A, Aqua-Pure Plus, HAFCU1, 1 Filter",Waterdrop,Water Filters,Tools & Home Improvement,14.99,4.6,2202,https://m.media-amazon.com/images/I/511K9yRdGXL._AC_SL1500_.jpg
B0BYYXCL6L,60.622383121441274,0.092851,"AQUA CREST Replacement for WF2CB®, PureSource2®, NGFC 2000, FC100, 1004-42-FA, Kenmore 9916, 469911, 469916 Refrigerator Water Filter, 3 Filters",Aqua Crest,Water Filters,Amazon Home,35.99,4.6,5424,https://m.media-amazon.com/images/I/71PFZgMU0GL._AC_SL1500_.jpg
B0C2Z9G8FZ,60.34585416133705,0.092425,"GLACIER FRESH DA29-00020B Refrigerator Water Filter Compatible with Samsung* DA29-00020A/B, DA29-00020B-1, HAF-CIN/EXP, 46-9101, RF4267HARS For French Door Fridge Kitchen (4 PACK)",Glacier Fresh,Water Filters,Amazon Home,39.99,4.7,13093,https://m.media-amazon.com/images/I/61uuubL0I4L._AC_SL1500_.jpg
B0BS6H2WL5,60.05858825138364,0.091981,"EUHOMY Ice Maker Machine Countertop, 26 lbs in 24 Hours, 9 Cubes Ready in 6 Mins, Self-Clean Electric Ice Maker Compact Potable Ice Maker with Ice Scoop and Basket. for Home/Kitchen/Office.(White)",E Euhomy,Ice Makers,Appliances,49.99,4.5,13299,https://m.media-amazon.com/images/I/714pDUKSYzL._SL1500_.jpg
B0C41SQ3X8,59.605344868311974,0.091282,"COSMO 63175 30 in. Wall Mount Range Hood with Efficient Airflow, Ducted, 3-Speed Fan, Permanent Filters, LED Lights, Chimney Style Over Stove Vent in Stainless Steel, Exhaust",Cosmo,Range Hoods,Appliances,212.5,4.5,3750,https://m.media-amazon.com/images/I/61K0LieZJ1L._AC_SL1500_.jpg
B0BWY463SV,59.443005863415266,0.091032,Ultra Durable 8318084 Washer Lid Switch Replacement Part by Blue Stars - For Whirlpool & Kenmore Washers - Replaces AP3180933 PS886960 WP8318084 AP6012742 ES8084 PS11745957 TJ90ES8084 - PACK OF 6,Bluestars,Replacement Parts,Tools & Home Improvement,19.99,4.5,1476,https://m.media-amazon.com/images/I/711CkPlZpSL._AC_SL1500_.jpg
B0C4HBMX4S,59.20220223422312,0.09066,"Crystala Filters UKF8001 Water Filter Compatible with Whirlpool 4396395, Filter 4, Maytag UKF8001, EDR4RXD1, UKF8001AXX, UKF8001P, Puriclean II, PH21500 Refrigerator Water Filter, 4 Packs",Crystala Filters,Water Filters,Amazon Home,34.99,4.7,5446,https://m.media-amazon.com/images/I/71c26QVjtuL._AC_SL1500_.jpg
B092LLM7H3,59.0438911574866,0.090416,Reusable coffee pods for Coffee Makers (4 PACK Black and Purple),Delibru,Reusable Filters,Grocery,8.95,4.5,29692,https://m.media-amazon.com/images/I/51EWqKHLs2L._AC_SL1080_.jpg
B0BVZN62WF,58.90645844878896,0.090204,"AQUA CREST DA29-00003G Refrigerator Water Filter, Replacement for Samsung DA29-00003G, DA29-00003B, DA29-00003A, Aqua-Pure Plus, HAFCU1, RFG237AARS, FMS-1, RS22HDHPNSR, RSG257AARS, WSS-1 (1 Pack)",Aqua Crest,Water Filters,Amazon Home,15.59,4.7,6255,https://m.media-amazon.com/images/I/61eha5hZQrL._AC_SL1500_.jpg
B0B9H5NZRD,58.819496987764296,0.09007,"Reston Lloyd Electric Stove Burner Covers, Set of 4, White",Reston Lloyd,Accessories,Amazon Home,14.49,4.5,19102,https://m.media-amazon.com/images/I/61V5xlMX2nL._AC_SL1500_.jpg
B0BCW97VD9,58.51884410097599,0.089606,"Waterdrop Plus DA29-00020B NSF 401&53&42 Certified Refrigerator Water Filter, Replacement for Samsung Water Filter DA29-00020B, HAF-CIN, HDX FMS-2, RF28HMEDBSR, RF263BEAESR, WDP-F27, 2 Filters",Waterdrop,Water Filters,Tools & Home Improvement,30.99,4.7,9448,https://m.media-amazon.com/images/I/71BdnBSFbkL._AC_SL1500_.jpg
B0BSV3RK3X,57.42097367152943,0.087913,"Broan-NuTone 424204 42-inch Under-Cabinet Range Hood with 2-Speed Exhaust Fan and Light, Stainless Steel",Broan-nutone,Range Hoods,Appliances,,4.5,5646,https://m.media-amazon.com/images/I/614aG88eYaL._AC_SL1500_.jpg
B0BMV7X9YJ,57.210972848484644,0.087589,"Aeropress Original Coffee and Espresso Maker with Tote Bag, Barista Level Portable Coffee Maker with Chamber, Plunger, and Filters, Quick Coffee and Espresso Maker, Made in USA",Aeropress,Disposable Filters,Amazon Home,,4.8,12940,https://m.media-amazon.com/images/I/61Wdm3g0edL._AC_SL1500_.jpg
B0BK11DDLD,56.48251614929489,0.086465,"AprilAire 10 Water Panel Humidifier Filter Replacement for AprilAire Whole House Humidifier Models 110, 220, 500, 500A, 500M, 550, 550A, 558 (Pack of 2)",Aprilaire,Humidifier Parts & Accessories,Industrial & Scientific,21.49,4.7,8774,https://m.media-amazon.com/images/I/81UP9yLClXL._SL1500_.jpg
B0C36XXTMG,56.36713106408095,0.086287,"HANSGO Egg Holder for Refrigerator, Deviled Egg Tray Carrier with Lid Fridge Egg Dispenser Egg Storage Stackable Plastic Egg Containers, 24 Egg Box",Hansgo,Egg Trays,Tools & Home Improvement,10.95,4.7,6405,https://m.media-amazon.com/images/I/51t3bHR9bTL._AC_SL1001_.jpg
B0C7FZXGZ9,55.21719673537584,0.084513,"AQUA CREST XWF NSF Certified Refrigerator Water Filter, Replacement for GE® XWF, 2 Filters (Package may vary)",Aqua Crest,Water Filters,Amazon Home,17.99,4.6,1811,https://m.media-amazon.com/images/I/71MoKIT5xIL._AC_SL1500_.jpg
B0C2ZHKWX5,54.85627732706831,0.083957,"Refresh Replacement for Samsung DA29-00020A, DA29-00020B, HAF-CIN/EXP, 46-9101 Refrigerator Water Filter (1 Pack)",Refresh,Water Filters,Tools & Home Improvement,18.99,4.7,4440,https://m.media-amazon.com/images/I/51SGfDnNQoL._AC_SL1000_.jpg
B0CFQWKPHV,54.84596408013394,0.083941,"TTHOB Electric Cooktop 24 Inch, 4 Burners Electric Stove Top 220-240V 6400W Built-in Radiant, 8 Heating Level, Timer, Child Lock, Residual Heat Indicator, Pause Key, Knob Control, Hard Wired, No Plug",Tthob,Cooktops,Appliances,249.99,4.1,21,https://m.media-amazon.com/images/I/71UBL0XPT-L._AC_SL1500_.jpg
B0C49N2MMM,53.944907154666105,0.082551,"Free Village Ice Maker, Commercial Ice Machine 256lbs/24H Stainless Steel Ice Machine with 48 lbs Ice Storage Capacity,120 Cubes Freestanding Ice Maker for Restaurant/Office/Food Truck/Bar",Free Village,Ice Makers,Industrial & Scientific,1199.99,4.1,4156,https://m.media-amazon.com/images/I/71aKNV9elKL._SL1500_.jpg
B0C7KNNR8R,53.84149263900109,0.082391,"AQUA CREST Replacement 640565 Refrigerator Water Filter, Compatible with Bosch 640565, EVOLFLTR10 AP3961137, 3M Cuno CS-52, Whirlpool WHKF-R-PLUS",Aqua Crest,Water Filters,Tools & Home Improvement,19.99,4.6,124,https://m.media-amazon.com/images/I/61vC5uRaXRL._AC_SL1500_.jpg
B0BX9GK3PB,53.39666217461396,0.081705,"Midea MRU05M2AWW Upright Freezer, 5.3 Cu.ft, white",Midea,Upright Freezers,Appliances,369.99,4.6,6738,https://m.media-amazon.com/images/I/51z9Zg4NRzL._AC_SL1500_.jpg
B0BX8C48Q1,53.30391327932816,0.081562,[Pack Of 2] 8577274 Dryer Thermistor Replacement part by BlueStars - Easy to Install - Exact Fit for Whirlpool Kenmore KitchenAid Dryers - Replaces 3976615 AP3919451 WP8577274 PS993287 3390292,Bluestars,Replacement Parts,Tools & Home Improvement,8.97,4.5,2145,https://m.media-amazon.com/images/I/61qmIMMTuFL._AC_SL1500_.jpg
B0C7ZYH35C,52.96509659228023,0.081039,"Waterspecialist LT1000PC ADQ747935 MDJ64844601 NSF Certified Refrigerator Water Filter and Air Filter, Replacement for LG® LT1000P®, LT-1000PC and LT120F®, 3 Combo",Waterspecialist,Water Filters,Amazon Home,25.69,4.5,551,https://m.media-amazon.com/images/I/81jbQAnhteL._AC_SL1500_.jpg
B0C2DQMJGQ,52.805577718804955,0.080793,"28 lbs. of Ice a Day, Countertop Bullet Ice Maker, 3 Ice Sizes, Black",Newair,Ice Makers,Appliances,156.99,4.2,2789,https://m.media-amazon.com/images/I/6136M65r8aL._SL1200_.jpg
B09YQ1CT3G,52.61138355415393,0.080494,"EcoAqua EFF-6013A Refrigerator Water Filter, Replacement for GE® MWF Smart Water, MWFA, MWFP, GWF, GWFA, 46-9991, HDX FMG-1, WFC1201, GSE25GSHECSS, PC75009, RWF1060, 3 Filters",Ecoaqua,Water Filters,Industrial & Scientific,38.99,4.6,3716,https://m.media-amazon.com/images/I/71BPCvX2bEL._AC_SL1500_.jpg
B0C8TTMVXQ,52.20969525280615,0.079874,Whirlpool 4396011RP Genuine OEM Telescoping Vent Kit For Dryers Telescoping Vent Kit 18 To 29 Inches Aluminium replaces 4396011,Whirlpool,Vents,Appliances,28.99,4.3,652,https://m.media-amazon.com/images/I/513XEb3afhL._AC_SL1280_.jpg
B0C9ZT2T55,51.24202169048629,0.078381,[LIFETIME WARRANTY] Ultra Durable 279640 Dryer Idler Pulley Replacement Part by BlueStars - Easy to Install - Exact Fit for Whirlpool & Kenmore Dryers - Replaces 3388672 697692 AP3094197 W10468057,Bluestars,Replacement Parts,Tools & Home Improvement,6.67,4.5,1028,https://m.media-amazon.com/images/I/71oznwOlovL._AC_SL1500_.jpg
B0C9HM4CFG,50.870454815768944,0.077808,"Stove Counter Gap Cover, Stainless Steel Stove Gap Covers, Oven Gap Filler,Stove Gap Cover Heat Resistant & Easy to Clean Stove Gap Guard, Protect Stove Gap Filler Sealing Spills in Kitchen (23.5\")",Amundo,Accessories,Tools & Home Improvement,30.99,4.2,104,https://m.media-amazon.com/images/I/71NB5QgHzoL._AC_SL1500_.jpg
B0BW9SS9PG,50.55953725291858,0.077329,Heavy Duty 285753A Direct Drive Motor Coupling Kit with Metal Core Replacement Part by Blue Stars - Exact Fit for Whirlpool & Kenmore Washers - Enhanced Durability and Support Heavy Duty - Pack of 4,Bluestars,Replacement Parts,Industrial & Scientific,14.47,4.7,2346,https://m.media-amazon.com/images/I/71xBruiZArS._AC_SL1500_.jpg
B092T5Y46X,50.49426975283349,0.077228,"Nispira Activated Charcoal Water Filters Replacement Compatible with Cuisinart Coffee Machine Part DCC-RWF, 36 Units",Nispira,Disposable Filters,Amazon Home,16.99,4.7,5327,https://m.media-amazon.com/images/I/71E7D8tROjL._AC_SL1500_.jpg
B0BXSQN4HV,50.36591128476944,0.07703,"YEENOR Hat Washer for Washing Machine, 2-Pack Baseball Caps Washers Hat Storage, Hat Holder Fit for Adult/Kid's Hat Rack Frame for Washer Machine Cleaner/Washing Cage",Yeenor,Doors,Amazon Home,17.88,4.5,21076,https://m.media-amazon.com/images/I/71CqETYXUIL._AC_SL1500_.jpg
B0BW9QNJFM,49.98135705693242,0.076437,Lifetime Warranty 3949238 Washer Lid Switch Replacement Part by BlueStars - Exact fit for Whirlpool & Kenmore Washers - Enhanced Durability with Metal Shield - Replaces WP3949238 AP3100001 PS350431,Bluestars,Washer Parts & Accessories,Tools & Home Improvement,9.67,4.6,2863,https://m.media-amazon.com/images/I/61MTchjV-wL._AC_SL1500_.jpg
B0C3CSMZ6F,49.913447080178855,0.076332,"MARRIOTTO Water Filter LT1000PC Replacement for Refrigerator and LT120F ADQ73334008 Fresh Air Filter, Compatible withLT1000PC/PCS, LT1000PC,LT-1000PC, MDJ64844601, ADQ747935 ADQ74793504",Marriotto,Water Filters,Amazon Home,25.99,4.7,3348,https://m.media-amazon.com/images/I/71WevTte+AL._AC_SL1500_.jpg
B0BWXQJ5XT,49.69757038117506,0.075999,279769 Dryer Thermal Cut-Off Kit Replacement Part by BlueStars - Easy to Install - Exact Fit for Whirpool & Kenmore Dryers - Replaces 3389946 3398671 3977394 695563 AP3094224 3390291,Bluestars,Replacement Parts,Appliances,8.79,4.2,1262,https://m.media-amazon.com/images/I/718mQ5Vg24L._AC_SL1500_.jpg
B0BWBF4MN1,49.018373320015485,0.074951,"WonderWash Portable Washing Machine for Apartment & Tiny Spaces - Manual Hand Clothes Washer with Retro Design - Clean Laundry Anywhere with Our Countertop, Non-Electric, Small Washer - Blue",The Laundry Alternative,Portable Washers,Appliances,69.99,4.2,5196,https://m.media-amazon.com/images/I/61iYdccH1bL._AC_SL1500_.jpg
B0CBSG495Q,48.56615652819574,0.074254,"Broan-NuTone BCSQ130SS Three-Speed Glacier Under-Cabinet Range Hood with LED Lights ADA Capable, 1.5 Sones, 375 Max Blower CFM, 30-Inch, Stainless Steel",Broan-nutone,Range Hoods,Appliances,179.55,4.6,961,https://m.media-amazon.com/images/I/51qM3AoHVdL._AC_SL1000_.jpg
B0C8TT9JJN,48.554762284153206,0.074236,"Whirlpool 8269144A Genuine OEM Drain Hose Extension For Dishwashers, 6 Feet White Accessory – Replaces 1489097, 8269144, AH2358130, EA2358130, PS2358130",Whirlpool,Hoses,Tools & Home Improvement,15.93,4.7,1121,https://m.media-amazon.com/images/I/41P6BAcmF-L._AC_SL1280_.jpg
B0BPFM7JSG,48.2545525960698,0.073773,"Silicone Kitchen Stove Counter Gap Cover Long & Wide Gap Filler (2 Pack) Seals Spills Between Counters, Stovetops, Washing Machines, Oven, Washer, | Heat-Resistant and Easy Clean (White),25 inches",Helesin,Accessories,Appliances,8.66,4.3,12541,https://m.media-amazon.com/images/I/31nWV63BYWL._AC_SL1152_.jpg
B07WTXWC32,47.99558495935566,0.073374,"Linda's Essentials Silicone Stove Gap Covers (2 Pack), Heat Resistant Oven Gap Filler Seals Gaps Between Stovetop and Counter, Easy to Clean (25 Inches, White)",Linda's Essentials,Accessories,Amazon Home,11.95,4.3,53964,https://m.media-amazon.com/images/I/414v6HvDUjL._AC_SL1000_.jpg
B0C8GLGVMK,47.117933014392406,0.07202,"4392067 Dryer Repair Kit for Whirlpool, Maytag, Kenmore and More - Includes WPW10314173 Drum Roller, 661570V Dryer Belt and 279640 Idler Pulley - Baridwon Dryer Replacement Parts",Baridwon,Replacement Parts,Tools & Home Improvement,31.99,4.5,38,https://m.media-amazon.com/images/I/71lgzLXzQkL._AC_SL1500_.jpg
B0BXNWHH4J,46.724736829042726,0.071413,"EcoAqua EFF-6002A Replacement Filter, Replacement for Whirlpool 4396508, 4396510, Kenmore 46-9010, EveryDrop Filter 5, NLC240V, EDR5RXD1",Ecoaqua,Water Filters,Tools & Home Improvement,12.69,4.7,1224,https://m.media-amazon.com/images/I/71iWXXJT5rL._AC_SL1500_.jpg
B0BXRM5JFJ,46.63996873263233,0.071283,"Waterdrop Plus UKF8001 NSF 401, 53&42 Certified Refrigerator Water Filter, Compatible with Whirlpool Everydrop Filter 4, EDR4RXD1, Maytag UKF8001AXX-200, 4396395, Puriclean II, FMM-2, WDP-F07",Waterdrop,Water Filters,Tools & Home Improvement,15.99,4.7,4152,https://m.media-amazon.com/images/I/61r8PzfpJxL._AC_SL1500_.jpg
B0B21BBZRF,46.50585674767219,0.071076,"Reusable K Cups, Reusable Coffee Filters Reusable Coffee Pods Stainless Mesh for Brewers 1.0 or 2.0 Machine (4-Purple)",Kicovitifa,Reusable Filters,Amazon Home,6.99,4.4,13649,https://m.media-amazon.com/images/I/71LYuzj9EuS._AC_SL1500_.jpg
B0CC4S359S,46.324732367564415,0.070796,AMI PARTS DC97-16742A Dryer Lint Filter Case Screen & DC61-02610A Lint Filter Case Upgraded Stainless Steel Screen Compatible With Samsung Dryer Replaces AP5306681 PS4221839,Ami Parts,Replacement Parts,Tools & Home Improvement,18.77,4.4,1747,https://m.media-amazon.com/images/I/71EBuFmIOgL._AC_SL1500_.jpg
B09W5PMK5X,46.17751839274122,0.070569,"COMFEE’ Washing Machine 2.4 Cu.ft LED Portable Washing Machine and Washer Lavadora Portátil Compact Laundry, 8 Models, Environmentally Friendly, Child Lock for RV, Dorm, Apartment Ivory White",Comfee',Portable Washers,Appliances,399.0,3.5,35,https://m.media-amazon.com/images/I/41x19jiKn6L._AC_SL1500_.jpg
